,Date,Over,Over category,BattingOrder,WicketsInHand,Non Striker,Bowler,Bowler Type,3Yr_Econ_Avg,3Yr_Wickets_Total,Status,Opposition,Venue,Runs,CumulativeRunsForBowler
1568,2012-05-02,17.4,Death Overs,4,5,AB McDonald,DJ Hussey,Right-arm offbreak,9.72,1.0,Not Out,Punjab Kings,Bangalore,1,8
1579,2012-05-06,17.1,Death Overs,5,3,J Syed Mohammad,DW Steyn,Right-arm fast,6.777,31.0,Not Out,Sunrisers Hyderabad,Bangalore,6,5
1580,2012-05-06,17.2,Death Overs,5,3,J Syed Mohammad,DW Steyn,Right-arm fast,6.777,31.0,Not Out,Sunrisers Hyderabad,Bangalore,2,10
1581,2012-05-06,17.3,Death Overs,5,3,J Syed Mohammad,DW Steyn,Right-arm fast,6.777,31.0,Not Out,Sunrisers Hyderabad,Bangalore,4,15
1582,2012-05-06,17.4,Death Overs,5,3,J Syed Mohammad,DW Steyn,Right-arm fast,6.777,31.0,Not Out,Sunrisers Hyderabad,Bangalore,6,20
1583,2012-05-06,17.5,Death Overs,5,3,J Syed Mohammad,DW Steyn,Right-arm fast,6.777,31.0,Not Out,Sunrisers Hyderabad,Bangalore,4,25
1584,2012-05-06,17.6,Death Overs,5,3,J Syed Mohammad,DW Steyn,Right-arm fast,6.777,31.0,Not Out,Sunrisers Hyderabad,Bangalore,1,30
1593,2012-05-14,6.4,Middle Overs (6-10),5,5,TM Dilshan,Harbhajan Singh,Right-arm offbreak,6.61,43.0,Not Out,Mumbai Indians,Bangalore,1,41
1594,2012-05-14,7.1,Middle Overs (6-10),5,5,TM Dilshan,SL Malinga,Right-arm fast,6.423,61.0,Not Out,Mumbai Indians,Bangalore,0,5
1595,2012-05-14,7.2,Middle Overs (6-10),5,5,TM Dilshan,SL Malinga,Right-arm fast,6.423,61.0,Not Out,Mumbai Indians,Bangalore,0,10
1596,2012-05-14,7.3,Middle Overs (6-10),5,5,TM Dilshan,SL Malinga,Right-arm fast,6.423,61.0,Not Out,Mumbai Indians,Bangalore,1,15
1597,2012-05-14,7.6,Middle Overs (6-10),5,5,TM Dilshan,SL Malinga,Right-arm fast,6.423,61.0,Not Out,Mumbai Indians,Bangalore,2,20
1598,2012-05-14,8.3,Middle Overs (6-10),5,5,TM Dilshan,Harbhajan Singh,Right-arm offbreak,6.61,43.0,Not Out,Mumbai Indians,Bangalore,1,46
1600,2012-05-14,10.1,Middle Overs (10-16),5,5,TM Dilshan,Harbhajan Singh,Right-arm offbreak,6.61,43.0,Not Out,Mumbai Indians,Bangalore,1,51
1601,2012-05-14,10.3,Middle Overs (10-16),5,5,TM Dilshan,Harbhajan Singh,Right-arm offbreak,6.61,43.0,Not Out,Mumbai Indians,Bangalore,4,56
1602,2012-05-14,10.4,Middle Overs (10-16),5,5,TM Dilshan,Harbhajan Singh,Right-arm offbreak,6.61,43.0,Not Out,Mumbai Indians,Bangalore,1,61
1603,2012-05-14,10.7,Middle Overs (10-16),5,5,TM Dilshan,Harbhajan Singh,Right-arm offbreak,6.61,43.0,Not Out,Mumbai Indians,Bangalore,1,66
1610,2012-05-20,7.4,Middle Overs (6-10),5,5,V Kohli,A Mishra,Right-arm legbreak,6.84,50.0,Not Out,Sunrisers Hyderabad,Hyderabad,0,5
1611,2012-05-20,7.5,Middle Overs (6-10),5,5,V Kohli,A Mishra,Right-arm legbreak,6.84,50.0,Not Out,Sunrisers Hyderabad,Hyderabad,0,10
1612,2012-05-20,7.6,Middle Overs (6-10),5,5,V Kohli,A Mishra,Right-arm legbreak,6.84,50.0,Not Out,Sunrisers Hyderabad,Hyderabad,1,15
1616,2012-05-20,9.2,Middle Overs (6-10),5,5,V Kohli,A Mishra,Right-arm legbreak,6.84,50.0,caught,Sunrisers Hyderabad,Hyderabad,0,20
1764,2013-04-09,7.1,Middle Overs (6-10),4,6,V Kohli,A Mishra,Right-arm legbreak,7.19,49.0,Not Out,Sunrisers Hyderabad,Bangalore,0,24
1765,2013-04-09,7.2,Middle Overs (6-10),4,6,V Kohli,A Mishra,Right-arm legbreak,7.19,49.0,Not Out,Sunrisers Hyderabad,Bangalore,0,28
1766,2013-04-09,7.3,Middle Overs (6-10),4,6,V Kohli,A Mishra,Right-arm legbreak,7.19,49.0,Not Out,Sunrisers Hyderabad,Bangalore,0,32
1767,2013-04-09,7.4,Middle Overs (6-10),4,6,V Kohli,A Mishra,Right-arm legbreak,7.19,49.0,Not Out,Sunrisers Hyderabad,Bangalore,1,36
1768,2013-04-09,8.2,Middle Overs (6-10),4,6,V Kohli,NLTC Perera,Right-arm fast-medium,12.573,2.0,Not Out,Sunrisers Hyderabad,Bangalore,1,4
1769,2013-04-09,8.6,Middle Overs (6-10),4,6,V Kohli,NLTC Perera,Right-arm fast-medium,12.573,2.0,Not Out,Sunrisers Hyderabad,Bangalore,2,8
1770,2013-04-09,9.4,Middle Overs (6-10),4,6,V Kohli,A Mishra,Right-arm legbreak,7.19,49.0,Not Out,Sunrisers Hyderabad,Bangalore,1,40
1771,2013-04-09,9.6,Middle Overs (6-10),4,6,V Kohli,A Mishra,Right-arm legbreak,7.19,49.0,Not Out,Sunrisers Hyderabad,Bangalore,1,44
1617,2013-04-11,9.2,Middle Overs (6-10),4,6,CH Gayle,L Balaji,Right-arm fast-medium,7.553,28.0,Not Out,Kolkata Knight Riders,Bangalore,0,32
1618,2013-04-11,9.3,Middle Overs (6-10),4,6,CH Gayle,L Balaji,Right-arm fast-medium,7.553,28.0,Not Out,Kolkata Knight Riders,Bangalore,0,36
1619,2013-04-11,9.4,Middle Overs (6-10),4,6,CH Gayle,L Balaji,Right-arm fast-medium,7.553,28.0,Not Out,Kolkata Knight Riders,Bangalore,0,40
1620,2013-04-11,9.5,Middle Overs (6-10),4,6,CH Gayle,L Balaji,Right-arm fast-medium,7.553,28.0,Not Out,Kolkata Knight Riders,Bangalore,1,44
1625,2013-04-11,11.3,Middle Overs (10-16),4,6,CH Gayle,L Balaji,Right-arm fast-medium,7.553,28.0,Not Out,Kolkata Knight Riders,Bangalore,1,48
1629,2013-04-11,13.2,Middle Overs (10-16),4,6,CH Gayle,JH Kallis,Right-arm fast-medium,7.63,35.0,Not Out,Kolkata Knight Riders,Bangalore,1,20
1635,2013-04-11,16.2,Death Overs,4,6,CH Gayle,R Bhatia,Right-arm medium,7.373,24.0,Not Out,Kolkata Knight Riders,Bangalore,0,20
1636,2013-04-11,16.3,Death Overs,4,6,CH Gayle,R Bhatia,Right-arm medium,7.373,24.0,Not Out,Kolkata Knight Riders,Bangalore,6,24
1637,2013-04-11,16.4,Death Overs,4,6,CH Gayle,R Bhatia,Right-arm medium,7.373,24.0,Not Out,Kolkata Knight Riders,Bangalore,1,28
1638,2013-04-11,16.7,Death Overs,4,6,CH Gayle,R Bhatia,Right-arm medium,7.373,24.0,Not Out,Kolkata Knight Riders,Bangalore,0,32
1639,2013-04-13,8.6,Middle Overs (6-10),4,6,V Kohli,R Ashwin,Right-arm offbreak,6.27,47.0,Not Out,Chennai Super Kings,Chennai,0,4
1640,2013-04-13,8.7,Middle Overs (6-10),4,6,V Kohli,R Ashwin,Right-arm offbreak,6.27,47.0,Not Out,Chennai Super Kings,Chennai,4,8
1644,2013-04-13,10.2,Middle Overs (10-16),4,6,V Kohli,R Ashwin,Right-arm offbreak,6.27,47.0,Not Out,Chennai Super Kings,Chennai,1,12
1645,2013-04-13,10.5,Middle Overs (10-16),4,6,V Kohli,R Ashwin,Right-arm offbreak,6.27,47.0,Not Out,Chennai Super Kings,Chennai,1,16
1646,2013-04-13,11.3,Middle Overs (10-16),4,6,V Kohli,DJ Bravo,Right-arm fast-medium,8.183,25.0,Not Out,Chennai Super Kings,Chennai,1,4
1647,2013-04-13,12.5,Middle Overs (10-16),4,6,V Kohli,R Ashwin,Right-arm offbreak,6.27,47.0,Not Out,Chennai Super Kings,Chennai,0,20
1648,2013-04-13,12.6,Middle Overs (10-16),4,6,V Kohli,R Ashwin,Right-arm offbreak,6.27,47.0,Not Out,Chennai Super Kings,Chennai,1,24
1649,2013-04-13,13.1,Middle Overs (10-16),4,6,V Kohli,DJ Bravo,Right-arm fast-medium,8.183,25.0,Not Out,Chennai Super Kings,Chennai,4,8
1650,2013-04-13,13.2,Middle Overs (10-16),4,6,V Kohli,DJ Bravo,Right-arm fast-medium,8.183,25.0,Not Out,Chennai Super Kings,Chennai,2,12
1651,2013-04-13,13.3,Middle Overs (10-16),4,6,V Kohli,DJ Bravo,Right-arm fast-medium,8.183,25.0,Not Out,Chennai Super Kings,Chennai,0,16
1652,2013-04-13,13.5,Middle Overs (10-16),4,6,V Kohli,DJ Bravo,Right-arm fast-medium,8.183,25.0,Not Out,Chennai Super Kings,Chennai,4,20
1653,2013-04-13,13.6,Middle Overs (10-16),4,6,V Kohli,DJ Bravo,Right-arm fast-medium,8.183,25.0,Not Out,Chennai Super Kings,Chennai,1,24
1659,2013-04-13,15.1,Middle Overs (10-16),4,6,V Kohli,DJ Bravo,Right-arm fast-medium,8.183,25.0,Not Out,Chennai Super Kings,Chennai,2,28
1660,2013-04-13,15.2,Middle Overs (10-16),4,6,V Kohli,DJ Bravo,Right-arm fast-medium,8.183,25.0,Not Out,Chennai Super Kings,Chennai,0,32
1661,2013-04-13,15.3,Middle Overs (10-16),4,6,V Kohli,DJ Bravo,Right-arm fast-medium,8.183,25.0,Not Out,Chennai Super Kings,Chennai,1,36
1662,2013-04-13,15.5,Middle Overs (10-16),4,6,V Kohli,DJ Bravo,Right-arm fast-medium,8.183,25.0,Not Out,Chennai Super Kings,Chennai,1,40
1663,2013-04-13,17.1,Death Overs,4,4,R Rampaul,DJ Bravo,Right-arm fast-medium,8.183,25.0,Not Out,Chennai Super Kings,Chennai,1,44
1672,2013-04-16,3.4,Power Play,4,6,V Kohli,M Morkel,Right-arm fast,8.053,38.0,Not Out,Delhi Capitals,Bangalore,0,24
1675,2013-04-16,5.4,Power Play,4,6,V Kohli,IK Pathan,Left-arm fast-medium,8.147,34.0,Not Out,Delhi Capitals,Bangalore,0,32
1676,2013-04-16,5.5,Power Play,4,6,V Kohli,IK Pathan,Left-arm fast-medium,8.147,34.0,Not Out,Delhi Capitals,Bangalore,4,36
1677,2013-04-16,5.6,Power Play,4,6,V Kohli,IK Pathan,Left-arm fast-medium,8.147,34.0,Not Out,Delhi Capitals,Bangalore,0,40
1678,2013-04-16,6.2,Middle Overs (6-10),4,6,V Kohli,UT Yadav,Right-arm fast,8.153,27.0,Not Out,Delhi Capitals,Bangalore,0,4
1679,2013-04-16,6.3,Middle Overs (6-10),4,6,V Kohli,UT Yadav,Right-arm fast,8.153,27.0,Not Out,Delhi Capitals,Bangalore,1,8
1680,2013-04-16,6.6,Middle Overs (6-10),4,6,V Kohli,UT Yadav,Right-arm fast,8.153,27.0,Not Out,Delhi Capitals,Bangalore,1,12
1681,2013-04-16,7.1,Middle Overs (6-10),4,6,V Kohli,IK Pathan,Left-arm fast-medium,8.147,34.0,Not Out,Delhi Capitals,Bangalore,1,44
1682,2013-04-16,7.4,Middle Overs (6-10),4,6,V Kohli,IK Pathan,Left-arm fast-medium,8.147,34.0,Not Out,Delhi Capitals,Bangalore,1,48
1683,2013-04-16,7.6,Middle Overs (6-10),4,6,V Kohli,IK Pathan,Left-arm fast-medium,8.147,34.0,Not Out,Delhi Capitals,Bangalore,4,52
1686,2013-04-16,9.1,Middle Overs (6-10),4,6,V Kohli,UT Yadav,Right-arm fast,8.153,27.0,Not Out,Delhi Capitals,Bangalore,2,16
1687,2013-04-16,9.2,Middle Overs (6-10),4,6,V Kohli,UT Yadav,Right-arm fast,8.153,27.0,Not Out,Delhi Capitals,Bangalore,1,20
1688,2013-04-16,9.5,Middle Overs (6-10),4,6,V Kohli,UT Yadav,Right-arm fast,8.153,27.0,Not Out,Delhi Capitals,Bangalore,2,24
1689,2013-04-16,9.6,Middle Overs (6-10),4,6,V Kohli,UT Yadav,Right-arm fast,8.153,27.0,Not Out,Delhi Capitals,Bangalore,0,28
1691,2013-04-16,11.1,Middle Overs (10-16),4,6,V Kohli,M Morkel,Right-arm fast,8.053,38.0,Not Out,Delhi Capitals,Bangalore,0,28
1692,2013-04-16,11.2,Middle Overs (10-16),4,6,V Kohli,M Morkel,Right-arm fast,8.053,38.0,Not Out,Delhi Capitals,Bangalore,1,32
1693,2013-04-16,11.4,Middle Overs (10-16),4,6,V Kohli,M Morkel,Right-arm fast,8.053,38.0,Not Out,Delhi Capitals,Bangalore,4,36
1694,2013-04-16,11.5,Middle Overs (10-16),4,6,V Kohli,M Morkel,Right-arm fast,8.053,38.0,Not Out,Delhi Capitals,Bangalore,1,40
1698,2013-04-16,13.1,Middle Overs (10-16),4,6,V Kohli,IK Pathan,Left-arm fast-medium,8.147,34.0,Not Out,Delhi Capitals,Bangalore,2,56
1699,2013-04-16,13.2,Middle Overs (10-16),4,6,V Kohli,IK Pathan,Left-arm fast-medium,8.147,34.0,Not Out,Delhi Capitals,Bangalore,2,60
1700,2013-04-16,13.3,Middle Overs (10-16),4,6,V Kohli,IK Pathan,Left-arm fast-medium,8.147,34.0,Not Out,Delhi Capitals,Bangalore,1,64
1702,2013-04-16,15.5,Middle Overs (10-16),4,6,V Kohli,UT Yadav,Right-arm fast,8.153,27.0,Not Out,Delhi Capitals,Bangalore,0,32
1703,2013-04-16,15.6,Middle Overs (10-16),4,6,V Kohli,UT Yadav,Right-arm fast,8.153,27.0,run out,Delhi Capitals,Bangalore,0,36
1706,2013-04-20,8.1,Middle Overs (6-10),4,6,CH Gayle,SR Watson,Right-arm fast-medium,7.35,18.0,Not Out,Rajasthan Royals,Bangalore,0,4
1707,2013-04-20,8.2,Middle Overs (6-10),4,6,CH Gayle,SR Watson,Right-arm fast-medium,7.35,18.0,Not Out,Rajasthan Royals,Bangalore,0,8
1708,2013-04-20,8.3,Middle Overs (6-10),4,6,CH Gayle,SR Watson,Right-arm fast-medium,7.35,18.0,Not Out,Rajasthan Royals,Bangalore,2,12
1709,2013-04-20,8.4,Middle Overs (6-10),4,6,CH Gayle,SR Watson,Right-arm fast-medium,7.35,18.0,Not Out,Rajasthan Royals,Bangalore,0,16
1710,2013-04-20,8.5,Middle Overs (6-10),4,6,CH Gayle,SR Watson,Right-arm fast-medium,7.35,18.0,Not Out,Rajasthan Royals,Bangalore,4,20
1711,2013-04-20,8.6,Middle Overs (6-10),4,6,CH Gayle,SR Watson,Right-arm fast-medium,7.35,18.0,caught,Rajasthan Royals,Bangalore,0,24
1712,2013-04-23,16.5,Death Overs,4,6,CH Gayle,AB Dinda,Right-arm fast-medium,7.513,23.0,Not Out,Pune Warriors,Bangalore,0,16
1713,2013-04-23,16.6,Death Overs,4,6,CH Gayle,AB Dinda,Right-arm fast-medium,7.513,23.0,Not Out,Pune Warriors,Bangalore,4,20
1714,2013-04-23,16.7,Death Overs,4,6,CH Gayle,AB Dinda,Right-arm fast-medium,7.513,23.0,Not Out,Pune Warriors,Bangalore,6,24
1721,2013-04-27,6.6,Middle Overs (6-10),4,6,V Kohli,Harbhajan Singh,Right-arm offbreak,7.043,37.0,Not Out,Mumbai Indians,Mumbai,1,70
1722,2013-04-27,7.1,Middle Overs (6-10),4,6,V Kohli,DS Kulkarni,Right-arm fast-medium,8.483,12.0,Not Out,Mumbai Indians,Mumbai,1,4
1723,2013-04-27,7.5,Middle Overs (6-10),4,5,SS Tiwary,DS Kulkarni,Right-arm fast-medium,8.483,12.0,caught,Mumbai Indians,Mumbai,0,8
1726,2013-04-29,9.1,Middle Overs (6-10),4,6,V Kohli,SK Trivedi,Right-arm medium,7.703,34.0,Not Out,Rajasthan Royals,Jaipur,1,51
1727,2013-04-29,9.3,Middle Overs (6-10),4,6,V Kohli,SK Trivedi,Right-arm medium,7.703,34.0,Not Out,Rajasthan Royals,Jaipur,1,55
1728,2013-04-29,9.6,Middle Overs (6-10),4,6,V Kohli,SK Trivedi,Right-arm medium,7.703,34.0,Not Out,Rajasthan Royals,Jaipur,1,59
1733,2013-04-29,11.3,Middle Overs (10-16),4,6,V Kohli,STR Binny,Right-arm medium,9.267,3.0,Not Out,Rajasthan Royals,Jaipur,4,4
1734,2013-04-29,11.4,Middle Overs (10-16),4,6,V Kohli,STR Binny,Right-arm medium,9.267,3.0,Not Out,Rajasthan Royals,Jaipur,0,8
1735,2013-04-29,11.5,Middle Overs (10-16),4,6,V Kohli,STR Binny,Right-arm medium,9.267,3.0,Not Out,Rajasthan Royals,Jaipur,1,12
1737,2013-05-02,13.2,Middle Overs (10-16),4,6,SS Tiwary,R Sharma,Right-arm offbreak,12.433,2.0,Not Out,Pune Warriors,Pune,0,20
1738,2013-05-02,13.3,Middle Overs (10-16),4,6,SS Tiwary,R Sharma,Right-arm offbreak,12.433,2.0,Not Out,Pune Warriors,Pune,2,24
1739,2013-05-02,13.4,Middle Overs (10-16),4,6,SS Tiwary,R Sharma,Right-arm offbreak,12.433,2.0,Not Out,Pune Warriors,Pune,1,28
1744,2013-05-02,15.2,Middle Overs (10-16),4,5,MC Henriques,AB Dinda,Right-arm fast-medium,7.513,23.0,Not Out,Pune Warriors,Pune,1,28
1745,2013-05-02,15.4,Middle Overs (10-16),4,5,MC Henriques,AB Dinda,Right-arm fast-medium,7.513,23.0,Not Out,Pune Warriors,Pune,4,32
1746,2013-05-02,15.5,Middle Overs (10-16),4,5,MC Henriques,AB Dinda,Right-arm fast-medium,7.513,23.0,Not Out,Pune Warriors,Pune,4,36
1747,2013-05-02,15.6,Middle Overs (10-16),4,5,MC Henriques,AB Dinda,Right-arm fast-medium,7.513,23.0,Not Out,Pune Warriors,Pune,1,40
1748,2013-05-02,16.1,Death Overs,4,5,MC Henriques,R Sharma,Right-arm offbreak,12.433,2.0,Not Out,Pune Warriors,Pune,0,32
1749,2013-05-02,16.2,Death Overs,4,5,MC Henriques,R Sharma,Right-arm offbreak,12.433,2.0,Not Out,Pune Warriors,Pune,1,36
1750,2013-05-02,17.2,Death Overs,4,5,MC Henriques,AB Dinda,Right-arm fast-medium,7.513,23.0,Not Out,Pune Warriors,Pune,0,44
1751,2013-05-02,17.3,Death Overs,4,5,MC Henriques,AB Dinda,Right-arm fast-medium,7.513,23.0,Not Out,Pune Warriors,Pune,1,48
1754,2013-05-02,19.1,Death Overs,4,5,MC Henriques,AB Dinda,Right-arm fast-medium,7.513,23.0,Not Out,Pune Warriors,Pune,6,52
1755,2013-05-02,19.2,Death Overs,4,5,MC Henriques,AB Dinda,Right-arm fast-medium,7.513,23.0,Not Out,Pune Warriors,Pune,4,56
1756,2013-05-02,19.3,Death Overs,4,5,MC Henriques,AB Dinda,Right-arm fast-medium,7.513,23.0,Not Out,Pune Warriors,Pune,6,60
1757,2013-05-02,19.4,Death Overs,4,5,MC Henriques,AB Dinda,Right-arm fast-medium,7.513,23.0,Not Out,Pune Warriors,Pune,4,64
1758,2013-05-02,19.5,Death Overs,4,5,MC Henriques,AB Dinda,Right-arm fast-medium,7.513,23.0,Not Out,Pune Warriors,Pune,4,68
1759,2013-05-02,19.6,Death Overs,4,5,MC Henriques,AB Dinda,Right-arm fast-medium,7.513,23.0,Not Out,Pune Warriors,Pune,2,72
1816,2013-05-06,15.2,Middle Overs (10-16),4,6,V Kohli,MS Gony,Right-arm fast-medium,9.853,8.0,Not Out,Punjab Kings,Chandigarh,4,14
1817,2013-05-06,15.3,Middle Overs (10-16),4,6,V Kohli,MS Gony,Right-arm fast-medium,9.853,8.0,Not Out,Punjab Kings,Chandigarh,0,18
1818,2013-05-06,15.4,Middle Overs (10-16),4,6,V Kohli,MS Gony,Right-arm fast-medium,9.853,8.0,Not Out,Punjab Kings,Chandigarh,1,22
1819,2013-05-06,15.6,Middle Overs (10-16),4,6,V Kohli,MS Gony,Right-arm fast-medium,9.853,8.0,Not Out,Punjab Kings,Chandigarh,1,26
1830,2013-05-06,18.2,Death Overs,4,5,MC Henriques,P Kumar,Right-arm fast-medium,7.607,29.0,Not Out,Punjab Kings,Chandigarh,1,27
1780,2013-05-10,14.1,Middle Overs (10-16),5,5,V Kohli,IK Pathan,Left-arm fast-medium,8.147,34.0,Not Out,Delhi Capitals,Delhi,1,69
1781,2013-05-10,14.6,Middle Overs (10-16),5,5,V Kohli,IK Pathan,Left-arm fast-medium,8.147,34.0,Not Out,Delhi Capitals,Delhi,1,74
1785,2013-05-10,16.1,Death Overs,5,5,V Kohli,M Morkel,Right-arm fast,8.053,38.0,Not Out,Delhi Capitals,Delhi,6,45
1786,2013-05-10,16.2,Death Overs,5,5,V Kohli,M Morkel,Right-arm fast,8.053,38.0,Not Out,Delhi Capitals,Delhi,1,50
1787,2013-05-10,17.2,Death Overs,5,5,V Kohli,UT Yadav,Right-arm fast,8.153,27.0,Not Out,Delhi Capitals,Delhi,6,41
1788,2013-05-10,17.3,Death Overs,5,5,V Kohli,UT Yadav,Right-arm fast,8.153,27.0,Not Out,Delhi Capitals,Delhi,1,46
1794,2013-05-12,8.5,Middle Overs (6-10),4,6,CH Gayle,JH Kallis,Right-arm fast-medium,7.63,35.0,Not Out,Kolkata Knight Riders,Ranchi,1,24
1795,2013-05-12,9.1,Middle Overs (6-10),4,6,CH Gayle,YK Pathan,Right-arm offbreak,7.2,21.0,Not Out,Kolkata Knight Riders,Ranchi,1,4
1796,2013-05-12,9.3,Middle Overs (6-10),4,6,CH Gayle,YK Pathan,Right-arm offbreak,7.2,21.0,Not Out,Kolkata Knight Riders,Ranchi,1,8
1797,2013-05-12,9.5,Middle Overs (6-10),4,6,CH Gayle,YK Pathan,Right-arm offbreak,7.2,21.0,Not Out,Kolkata Knight Riders,Ranchi,1,12
1798,2013-05-12,10.1,Middle Overs (10-16),4,6,CH Gayle,JH Kallis,Right-arm fast-medium,7.63,35.0,Not Out,Kolkata Knight Riders,Ranchi,0,28
1799,2013-05-12,10.2,Middle Overs (10-16),4,6,CH Gayle,JH Kallis,Right-arm fast-medium,7.63,35.0,Not Out,Kolkata Knight Riders,Ranchi,0,32
1800,2013-05-12,10.3,Middle Overs (10-16),4,6,CH Gayle,JH Kallis,Right-arm fast-medium,7.63,35.0,Not Out,Kolkata Knight Riders,Ranchi,1,36
1801,2013-05-12,10.5,Middle Overs (10-16),4,6,CH Gayle,JH Kallis,Right-arm fast-medium,7.63,35.0,Not Out,Kolkata Knight Riders,Ranchi,0,40
1802,2013-05-12,10.6,Middle Overs (10-16),4,6,CH Gayle,JH Kallis,Right-arm fast-medium,7.63,35.0,Not Out,Kolkata Knight Riders,Ranchi,1,44
1803,2013-05-12,11.1,Middle Overs (10-16),4,6,CH Gayle,R Bhatia,Right-arm medium,7.373,24.0,Not Out,Kolkata Knight Riders,Ranchi,1,36
1804,2013-05-12,11.3,Middle Overs (10-16),4,6,CH Gayle,R Bhatia,Right-arm medium,7.373,24.0,Not Out,Kolkata Knight Riders,Ranchi,1,40
1805,2013-05-12,11.5,Middle Overs (10-16),4,6,CH Gayle,R Bhatia,Right-arm medium,7.373,24.0,Not Out,Kolkata Knight Riders,Ranchi,1,44
1810,2013-05-12,14.1,Middle Overs (10-16),4,5,MC Henriques,R Bhatia,Right-arm medium,7.373,24.0,Not Out,Kolkata Knight Riders,Ranchi,1,48
1811,2013-05-12,14.3,Middle Overs (10-16),4,5,MC Henriques,R Bhatia,Right-arm medium,7.373,24.0,Not Out,Kolkata Knight Riders,Ranchi,1,52
1812,2013-05-12,14.6,Middle Overs (10-16),4,5,MC Henriques,R Bhatia,Right-arm medium,7.373,24.0,Not Out,Kolkata Knight Riders,Ranchi,4,56
1813,2013-05-12,15.3,Middle Overs (10-16),4,5,MC Henriques,L Balaji,Right-arm fast-medium,7.553,28.0,Not Out,Kolkata Knight Riders,Ranchi,2,52
1814,2013-05-12,15.4,Middle Overs (10-16),4,5,MC Henriques,L Balaji,Right-arm fast-medium,7.553,28.0,Not Out,Kolkata Knight Riders,Ranchi,6,56
1815,2013-05-12,15.5,Middle Overs (10-16),4,5,MC Henriques,L Balaji,Right-arm fast-medium,7.553,28.0,caught,Kolkata Knight Riders,Ranchi,0,60
1836,2013-05-18,5.3,Power Play,3,7,V Kohli,DJ Bravo,Right-arm fast-medium,8.183,25.0,Not Out,Chennai Super Kings,Bangalore,4,47
1837,2013-05-18,5.4,Power Play,3,7,V Kohli,DJ Bravo,Right-arm fast-medium,8.183,25.0,Not Out,Chennai Super Kings,Bangalore,1,50
1839,2014-04-19,3.6,Power Play,5,5,PA Patel,Z Khan,Left-arm fast-medium,7.697,36.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,0,5
1840,2014-04-19,4.3,Power Play,5,5,PA Patel,SL Malinga,Right-arm fast,6.47,70.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,0,25
1841,2014-04-19,4.4,Power Play,5,5,PA Patel,SL Malinga,Right-arm fast,6.47,70.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,2,30
1842,2014-04-19,4.5,Power Play,5,5,PA Patel,SL Malinga,Right-arm fast,6.47,70.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,0,35
1843,2014-04-19,4.6,Power Play,5,5,PA Patel,SL Malinga,Right-arm fast,6.47,70.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,4,40
1844,2014-04-19,5.2,Power Play,5,5,PA Patel,Z Khan,Left-arm fast-medium,7.697,36.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,0,10
1845,2014-04-19,5.3,Power Play,5,5,PA Patel,Z Khan,Left-arm fast-medium,7.697,36.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,0,15
1846,2014-04-19,5.4,Power Play,5,5,PA Patel,Z Khan,Left-arm fast-medium,7.697,36.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,1,20
1850,2014-04-19,7.2,Middle Overs (6-10),5,5,PA Patel,Harbhajan Singh,Right-arm offbreak,6.867,44.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,1,75
1851,2014-04-19,7.4,Middle Overs (6-10),5,5,PA Patel,Harbhajan Singh,Right-arm offbreak,6.867,44.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,0,80
1852,2014-04-19,7.5,Middle Overs (6-10),5,5,PA Patel,Harbhajan Singh,Right-arm offbreak,6.867,44.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,0,85
1853,2014-04-19,7.6,Middle Overs (6-10),5,5,PA Patel,Harbhajan Singh,Right-arm offbreak,6.867,44.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,2,90
1854,2014-04-19,8.2,Middle Overs (6-10),5,5,PA Patel,PP Ojha,Left-arm orthodox,7.283,35.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,1,5
1855,2014-04-19,8.5,Middle Overs (6-10),5,5,PA Patel,PP Ojha,Left-arm orthodox,7.283,35.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,0,10
1856,2014-04-19,8.6,Middle Overs (6-10),5,5,PA Patel,PP Ojha,Left-arm orthodox,7.283,35.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,1,15
1857,2014-04-19,9.1,Middle Overs (6-10),5,5,PA Patel,Harbhajan Singh,Right-arm offbreak,6.867,44.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,0,95
1858,2014-04-19,9.2,Middle Overs (6-10),5,5,PA Patel,Harbhajan Singh,Right-arm offbreak,6.867,44.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,0,100
1859,2014-04-19,9.3,Middle Overs (6-10),5,5,PA Patel,Harbhajan Singh,Right-arm offbreak,6.867,44.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,0,105
1860,2014-04-19,9.4,Middle Overs (6-10),5,5,PA Patel,Harbhajan Singh,Right-arm offbreak,6.867,44.0,Not Out,Mumbai Indians,Dubai International Cricket Stadium,1,110
