,Over,Bowler,Non_Striker,Runs,Extras,Extra Type,Opposition,Venue,Year
2177,9.4,DS Kulkarni,V Kohli,2,0,legal,Rajasthan Royals,Ahmedabad,24-Apr-2015
2178,9.5,DS Kulkarni,V Kohli,1,0,legal,Rajasthan Royals,Ahmedabad,24-Apr-2015
2179,10.2,CH Morris,V Kohli,1,0,legal,Rajasthan Royals,Ahmedabad,24-Apr-2015
2180,10.5,CH Morris,V Kohli,1,0,legal,Rajasthan Royals,Ahmedabad,24-Apr-2015
2181,11.2,PV Tambe,V Kohli,1,0,legal,Rajasthan Royals,Ahmedabad,24-Apr-2015
2182,12.3,JP Faulkner,V Kohli,1,0,legal,Rajasthan Royals,Ahmedabad,24-Apr-2015
2183,13.4,SR Watson,V Kohli,2,0,legal,Rajasthan Royals,Ahmedabad,24-Apr-2015
2184,13.5,SR Watson,V Kohli,4,0,legal,Rajasthan Royals,Ahmedabad,24-Apr-2015
2185,13.6,SR Watson,V Kohli,1,0,legal,Rajasthan Royals,Ahmedabad,24-Apr-2015
2186,14.1,PV Tambe,V Kohli,1,0,legal,Rajasthan Royals,Ahmedabad,24-Apr-2015
2187,14.4,PV Tambe,V Kohli,1,0,legal,Rajasthan Royals,Ahmedabad,24-Apr-2015
2188,15.2,DS Kulkarni,V Kohli,1,0,legal,Rajasthan Royals,Ahmedabad,24-Apr-2015
2189,15.5,DS Kulkarni,V Kohli,0,0,legal,Rajasthan Royals,Ahmedabad,24-Apr-2015
2190,15.6,DS Kulkarni,V Kohli,1,0,legal,Rajasthan Royals,Ahmedabad,24-Apr-2015
2191,16.1,DJ Hooda,V Kohli,4,0,legal,Rajasthan Royals,Ahmedabad,24-Apr-2015
2192,0.5,TG Southee,V Kohli,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2193,0.6,TG Southee,V Kohli,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2194,1.3,DS Kulkarni,V Kohli,4,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2195,1.4,DS Kulkarni,V Kohli,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2196,1.5,DS Kulkarni,V Kohli,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2197,1.6,DS Kulkarni,V Kohli,0,4,byes,Rajasthan Royals,Bangalore,29-Apr-2015
2198,2.5,TG Southee,Mandeep Singh,0,1,legbyes,Rajasthan Royals,Bangalore,29-Apr-2015
2199,3.1,DS Kulkarni,Mandeep Singh,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2200,3.2,DS Kulkarni,Mandeep Singh,4,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2201,3.3,DS Kulkarni,Mandeep Singh,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2202,3.4,DS Kulkarni,Mandeep Singh,4,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2203,3.5,DS Kulkarni,Mandeep Singh,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2204,3.6,DS Kulkarni,Mandeep Singh,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2205,4.2,JP Faulkner,Mandeep Singh,4,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2206,4.3,JP Faulkner,Mandeep Singh,4,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2207,4.4,JP Faulkner,Mandeep Singh,4,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2208,4.5,JP Faulkner,Mandeep Singh,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2209,4.6,JP Faulkner,Mandeep Singh,1,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2210,5.1,SR Watson,Mandeep Singh,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2211,5.2,SR Watson,Mandeep Singh,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2212,5.3,SR Watson,Mandeep Singh,0,1,wides,Rajasthan Royals,Bangalore,29-Apr-2015
2213,5.4,SR Watson,Mandeep Singh,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2214,5.5,SR Watson,Mandeep Singh,0,1,wides,Rajasthan Royals,Bangalore,29-Apr-2015
2215,5.6,SR Watson,Mandeep Singh,1,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2216,5.8,SR Watson,Mandeep Singh,1,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2217,6.1,PV Tambe,Mandeep Singh,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2218,6.2,PV Tambe,Mandeep Singh,4,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2219,6.3,PV Tambe,Mandeep Singh,4,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2220,6.4,PV Tambe,Mandeep Singh,1,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2221,7.1,STR Binny,Mandeep Singh,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2222,7.2,STR Binny,Mandeep Singh,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2223,7.3,STR Binny,Mandeep Singh,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2224,7.4,STR Binny,Mandeep Singh,1,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2225,8.2,SR Watson,Mandeep Singh,4,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2226,8.3,SR Watson,Mandeep Singh,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2227,8.4,SR Watson,Mandeep Singh,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2228,8.5,SR Watson,Mandeep Singh,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2229,8.6,SR Watson,Mandeep Singh,2,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2230,9.6,STR Binny,Mandeep Singh,0,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2231,10.2,DS Kulkarni,Mandeep Singh,1,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2232,10.7,DS Kulkarni,Mandeep Singh,2,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2233,11.3,STR Binny,KD Karthik,2,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2234,11.4,STR Binny,KD Karthik,6,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2235,11.5,STR Binny,KD Karthik,1,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2236,12.1,TG Southee,KD Karthik,1,1,noballs,Rajasthan Royals,Bangalore,29-Apr-2015
2237,12.4,TG Southee,KD Karthik,0,1,legbyes,Rajasthan Royals,Bangalore,29-Apr-2015
2238,12.6,TG Southee,KD Karthik,1,0,legal,Rajasthan Royals,Bangalore,29-Apr-2015
2239,3.6,GB Hogg,V Kohli,1,0,legal,Kolkata Knight Riders,Bangalore,02-May-2015
2240,4.1,PP Chawla,V Kohli,0,0,legal,Kolkata Knight Riders,Bangalore,02-May-2015
2241,4.2,PP Chawla,V Kohli,1,0,legal,Kolkata Knight Riders,Bangalore,02-May-2015
2242,4.4,PP Chawla,V Kohli,0,0,legal,Kolkata Knight Riders,Bangalore,02-May-2015
2243,2.2,IC Pandey,V Kohli,0,0,legal,Chennai Super Kings,Chennai,04-May-2015
2244,2.3,IC Pandey,V Kohli,4,0,legal,Chennai Super Kings,Chennai,04-May-2015
2245,2.4,IC Pandey,V Kohli,0,0,legal,Chennai Super Kings,Chennai,04-May-2015
2246,2.5,IC Pandey,V Kohli,4,0,legal,Chennai Super Kings,Chennai,04-May-2015
2247,2.6,IC Pandey,V Kohli,0,0,legal,Chennai Super Kings,Chennai,04-May-2015
2248,3.2,A Nehra,V Kohli,0,0,legal,Chennai Super Kings,Chennai,04-May-2015
2249,3.3,A Nehra,V Kohli,1,0,legal,Chennai Super Kings,Chennai,04-May-2015
2250,3.5,A Nehra,V Kohli,0,0,legal,Chennai Super Kings,Chennai,04-May-2015
2251,3.6,A Nehra,V Kohli,4,0,legal,Chennai Super Kings,Chennai,04-May-2015
2252,4.2,IC Pandey,V Kohli,4,0,legal,Chennai Super Kings,Chennai,04-May-2015
2253,4.3,IC Pandey,V Kohli,0,0,legal,Chennai Super Kings,Chennai,04-May-2015
2254,4.4,IC Pandey,V Kohli,4,0,legal,Chennai Super Kings,Chennai,04-May-2015
2255,4.5,IC Pandey,V Kohli,0,0,legal,Chennai Super Kings,Chennai,04-May-2015
2256,4.6,IC Pandey,V Kohli,0,0,legal,Chennai Super Kings,Chennai,04-May-2015
2257,11.3,Sandeep Sharma,CH Gayle,1,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2258,11.5,Sandeep Sharma,CH Gayle,1,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2259,12.3,Karanveer Singh,CH Gayle,1,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2260,12.6,Karanveer Singh,CH Gayle,1,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2261,13.1,MG Johnson,CH Gayle,1,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2262,13.5,MG Johnson,CH Gayle,0,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2263,13.6,MG Johnson,CH Gayle,1,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2264,14.1,Karanveer Singh,CH Gayle,0,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2265,14.2,Karanveer Singh,CH Gayle,6,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2266,14.3,Karanveer Singh,CH Gayle,6,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2267,14.4,Karanveer Singh,CH Gayle,6,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2268,14.5,Karanveer Singh,CH Gayle,1,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2269,15.1,Anureet Singh,CH Gayle,4,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2270,15.2,Anureet Singh,CH Gayle,1,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2271,15.4,Anureet Singh,CH Gayle,0,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2272,15.5,Anureet Singh,CH Gayle,1,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2273,17.1,Sandeep Sharma,KD Karthik,1,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2274,18.2,AR Patel,SN Khan,0,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2275,18.3,AR Patel,SN Khan,6,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2276,18.4,AR Patel,SN Khan,0,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2277,18.5,AR Patel,SN Khan,4,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2278,18.6,AR Patel,SN Khan,4,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2279,19.2,Anureet Singh,SN Khan,1,0,legal,Kings XI Punjab,Bangalore,06-May-2015
2280,19.5,Anureet Singh,SN Khan,0,1,legbyes,Kings XI Punjab,Bangalore,06-May-2015
2281,3.2,SL Malinga,V Kohli,0,0,legal,Mumbai Indians,Mumbai,10-May-2015
2282,3.3,SL Malinga,V Kohli,0,0,legal,Mumbai Indians,Mumbai,10-May-2015
2283,3.4,SL Malinga,V Kohli,0,0,legal,Mumbai Indians,Mumbai,10-May-2015
2284,3.5,SL Malinga,V Kohli,0,0,legal,Mumbai Indians,Mumbai,10-May-2015
2285,3.6,SL Malinga,V Kohli,0,0,legal,Mumbai Indians,Mumbai,10-May-2015
2286,4.3,JJ Bumrah,V Kohli,1,0,legal,Mumbai Indians,Mumbai,10-May-2015
2287,4.7,JJ Bumrah,V Kohli,1,0,legal,Mumbai Indians,Mumbai,10-May-2015
2288,5.1,J Suchith,V Kohli,1,0,legal,Mumbai Indians,Mumbai,10-May-2015
2289,5.3,J Suchith,V Kohli,0,0,legal,Mumbai Indians,Mumbai,10-May-2015
2290,5.4,J Suchith,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2291,5.5,J Suchith,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2292,5.6,J Suchith,V Kohli,0,0,legal,Mumbai Indians,Mumbai,10-May-2015
2293,6.3,JJ Bumrah,V Kohli,0,0,legal,Mumbai Indians,Mumbai,10-May-2015
2294,6.4,JJ Bumrah,V Kohli,2,0,legal,Mumbai Indians,Mumbai,10-May-2015
2295,6.5,JJ Bumrah,V Kohli,1,0,legal,Mumbai Indians,Mumbai,10-May-2015
2296,7.2,Harbhajan Singh,V Kohli,2,0,legal,Mumbai Indians,Mumbai,10-May-2015
2297,7.3,Harbhajan Singh,V Kohli,1,0,legal,Mumbai Indians,Mumbai,10-May-2015
2298,7.5,Harbhajan Singh,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2299,7.6,Harbhajan Singh,V Kohli,6,0,legal,Mumbai Indians,Mumbai,10-May-2015
2300,8.3,J Suchith,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2301,8.4,J Suchith,V Kohli,2,0,legal,Mumbai Indians,Mumbai,10-May-2015
2302,8.5,J Suchith,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2303,8.6,J Suchith,V Kohli,1,0,legal,Mumbai Indians,Mumbai,10-May-2015
2304,9.1,Harbhajan Singh,V Kohli,1,0,legal,Mumbai Indians,Mumbai,10-May-2015
2305,9.4,Harbhajan Singh,V Kohli,0,3,wides,Mumbai Indians,Mumbai,10-May-2015
2306,9.5,Harbhajan Singh,V Kohli,1,0,legal,Mumbai Indians,Mumbai,10-May-2015
2307,10.4,J Suchith,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2308,10.5,J Suchith,V Kohli,1,0,legal,Mumbai Indians,Mumbai,10-May-2015
2309,11.3,MJ McClenaghan,V Kohli,1,0,legal,Mumbai Indians,Mumbai,10-May-2015
2310,11.5,MJ McClenaghan,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2311,11.6,MJ McClenaghan,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2312,12.2,SL Malinga,V Kohli,1,0,legal,Mumbai Indians,Mumbai,10-May-2015
2313,12.5,SL Malinga,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2314,12.6,SL Malinga,V Kohli,0,0,legal,Mumbai Indians,Mumbai,10-May-2015
2315,13.2,JJ Bumrah,V Kohli,1,0,legal,Mumbai Indians,Mumbai,10-May-2015
2316,13.4,JJ Bumrah,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2317,13.5,JJ Bumrah,V Kohli,2,0,legal,Mumbai Indians,Mumbai,10-May-2015
2318,13.6,JJ Bumrah,V Kohli,2,0,legal,Mumbai Indians,Mumbai,10-May-2015
2319,14.2,HH Pandya,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2320,14.3,HH Pandya,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2321,14.4,HH Pandya,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2322,14.5,HH Pandya,V Kohli,1,0,legal,Mumbai Indians,Mumbai,10-May-2015
2323,15.2,MJ McClenaghan,V Kohli,2,0,legal,Mumbai Indians,Mumbai,10-May-2015
2324,15.3,MJ McClenaghan,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2325,15.4,MJ McClenaghan,V Kohli,1,0,legal,Mumbai Indians,Mumbai,10-May-2015
2326,15.6,MJ McClenaghan,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2327,16.3,JJ Bumrah,V Kohli,6,0,legal,Mumbai Indians,Mumbai,10-May-2015
2328,16.4,JJ Bumrah,V Kohli,6,0,legal,Mumbai Indians,Mumbai,10-May-2015
2329,16.5,JJ Bumrah,V Kohli,0,0,legal,Mumbai Indians,Mumbai,10-May-2015
2330,16.6,JJ Bumrah,V Kohli,1,1,noballs,Mumbai Indians,Mumbai,10-May-2015
2331,17.1,HH Pandya,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2332,17.2,HH Pandya,V Kohli,6,0,legal,Mumbai Indians,Mumbai,10-May-2015
2333,17.3,HH Pandya,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2334,17.4,HH Pandya,V Kohli,1,0,legal,Mumbai Indians,Mumbai,10-May-2015
2335,18.1,SL Malinga,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2336,18.2,SL Malinga,V Kohli,0,1,wides,Mumbai Indians,Mumbai,10-May-2015
2337,18.3,SL Malinga,V Kohli,1,0,legal,Mumbai Indians,Mumbai,10-May-2015
2338,18.5,SL Malinga,V Kohli,2,0,legal,Mumbai Indians,Mumbai,10-May-2015
2339,18.6,SL Malinga,V Kohli,4,0,legal,Mumbai Indians,Mumbai,10-May-2015
2340,18.7,SL Malinga,V Kohli,1,0,legal,Mumbai Indians,Mumbai,10-May-2015
2341,19.1,HH Pandya,V Kohli,1,0,legal,Mumbai Indians,Mumbai,10-May-2015
2342,3.2,R Dhawan,CH Gayle,1,0,legal,Kings XI Punjab,Chandigarh,13-May-2015
2343,3.4,R Dhawan,CH Gayle,1,0,legal,Kings XI Punjab,Chandigarh,13-May-2015
2344,3.6,R Dhawan,CH Gayle,1,0,legal,Kings XI Punjab,Chandigarh,13-May-2015
2345,4.1,Sandeep Sharma,CH Gayle,0,1,wides,Kings XI Punjab,Chandigarh,13-May-2015
2346,4.2,Sandeep Sharma,CH Gayle,1,0,legal,Kings XI Punjab,Chandigarh,13-May-2015
2347,4.4,Sandeep Sharma,CH Gayle,1,0,legal,Kings XI Punjab,Chandigarh,13-May-2015
2348,5.2,R Dhawan,Mandeep Singh,4,0,legal,Kings XI Punjab,Chandigarh,13-May-2015
2349,5.3,R Dhawan,Mandeep Singh,1,0,legal,Kings XI Punjab,Chandigarh,13-May-2015
2350,6.1,AR Patel,Mandeep Singh,0,1,legbyes,Kings XI Punjab,Chandigarh,13-May-2015
2351,6.4,AR Patel,Mandeep Singh,0,0,legal,Kings XI Punjab,Chandigarh,13-May-2015
2352,2.5,MC Henriques,V Kohli,0,0,legal,Sunrisers Hyderabad,Hyderabad,15-May-2015
2353,6.5,Ankit Sharma,V Kohli,1,0,legal,Rajasthan Royals,Pune,20-May-2015
2354,8.1,STR Binny,Mandeep Singh,0,0,legal,Rajasthan Royals,Pune,20-May-2015
2355,8.2,STR Binny,Mandeep Singh,0,0,legal,Rajasthan Royals,Pune,20-May-2015
2356,8.3,STR Binny,Mandeep Singh,0,0,legal,Rajasthan Royals,Pune,20-May-2015
2357,8.4,STR Binny,Mandeep Singh,1,0,legal,Rajasthan Royals,Pune,20-May-2015
2358,9.1,DS Kulkarni,Mandeep Singh,1,0,legal,Rajasthan Royals,Pune,20-May-2015
2359,9.3,DS Kulkarni,Mandeep Singh,1,0,legal,Rajasthan Royals,Pune,20-May-2015
2360,10.1,SR Watson,Mandeep Singh,2,0,legal,Rajasthan Royals,Pune,20-May-2015
2361,10.2,SR Watson,Mandeep Singh,2,0,legal,Rajasthan Royals,Pune,20-May-2015
2362,10.3,SR Watson,Mandeep Singh,4,0,legal,Rajasthan Royals,Pune,20-May-2015
2363,10.4,SR Watson,Mandeep Singh,1,0,legal,Rajasthan Royals,Pune,20-May-2015
2364,10.6,SR Watson,Mandeep Singh,0,0,legal,Rajasthan Royals,Pune,20-May-2015
2365,11.3,JP Faulkner,Mandeep Singh,1,0,legal,Rajasthan Royals,Pune,20-May-2015
2366,11.5,JP Faulkner,Mandeep Singh,1,0,legal,Rajasthan Royals,Pune,20-May-2015
2367,12.1,Ankit Sharma,Mandeep Singh,1,0,legal,Rajasthan Royals,Pune,20-May-2015
2368,12.4,Ankit Sharma,Mandeep Singh,0,0,legal,Rajasthan Royals,Pune,20-May-2015
2369,12.5,Ankit Sharma,Mandeep Singh,0,0,legal,Rajasthan Royals,Pune,20-May-2015
2370,12.6,Ankit Sharma,Mandeep Singh,0,0,legal,Rajasthan Royals,Pune,20-May-2015
2371,13.3,SR Watson,Mandeep Singh,0,1,legbyes,Rajasthan Royals,Pune,20-May-2015
2372,13.6,SR Watson,Mandeep Singh,0,0,legal,Rajasthan Royals,Pune,20-May-2015
2373,13.7,SR Watson,Mandeep Singh,0,1,wides,Rajasthan Royals,Pune,20-May-2015
2374,13.8,SR Watson,Mandeep Singh,1,0,legal,Rajasthan Royals,Pune,20-May-2015
2375,14.1,Ankit Sharma,Mandeep Singh,6,0,legal,Rajasthan Royals,Pune,20-May-2015
2376,14.2,Ankit Sharma,Mandeep Singh,1,0,legal,Rajasthan Royals,Pune,20-May-2015
2377,14.4,Ankit Sharma,Mandeep Singh,6,0,legal,Rajasthan Royals,Pune,20-May-2015
2378,14.5,Ankit Sharma,Mandeep Singh,4,0,legal,Rajasthan Royals,Pune,20-May-2015
2379,14.6,Ankit Sharma,Mandeep Singh,1,0,legal,Rajasthan Royals,Pune,20-May-2015
2380,15.1,JP Faulkner,Mandeep Singh,2,0,legal,Rajasthan Royals,Pune,20-May-2015
2381,15.2,JP Faulkner,Mandeep Singh,1,0,legal,Rajasthan Royals,Pune,20-May-2015
2382,16.1,SR Watson,Mandeep Singh,4,0,legal,Rajasthan Royals,Pune,20-May-2015
2383,16.2,SR Watson,Mandeep Singh,0,0,legal,Rajasthan Royals,Pune,20-May-2015
2384,16.3,SR Watson,Mandeep Singh,4,0,legal,Rajasthan Royals,Pune,20-May-2015
2385,16.4,SR Watson,Mandeep Singh,0,1,wides,Rajasthan Royals,Pune,20-May-2015
2386,16.5,SR Watson,Mandeep Singh,2,0,legal,Rajasthan Royals,Pune,20-May-2015
2387,16.6,SR Watson,Mandeep Singh,1,0,legal,Rajasthan Royals,Pune,20-May-2015
2388,17.4,CH Morris,Mandeep Singh,6,0,legal,Rajasthan Royals,Pune,20-May-2015
2389,17.5,CH Morris,Mandeep Singh,6,0,legal,Rajasthan Royals,Pune,20-May-2015
2390,17.6,CH Morris,Mandeep Singh,2,0,legal,Rajasthan Royals,Pune,20-May-2015
2391,18.2,JP Faulkner,Mandeep Singh,2,0,legal,Rajasthan Royals,Pune,20-May-2015
2392,18.3,JP Faulkner,Mandeep Singh,1,0,legal,Rajasthan Royals,Pune,20-May-2015
2393,4.2,A Nehra,CH Gayle,1,0,legal,Chennai Super Kings,Ranchi,22-May-2015
2394,4.5,A Nehra,CH Gayle,0,0,legal,Chennai Super Kings,Ranchi,22-May-2015
2395,4.6,A Nehra,CH Gayle,0,0,legal,Chennai Super Kings,Ranchi,22-May-2015
2396,1.4,B Kumar,V Kohli,0,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2397,1.5,B Kumar,V Kohli,1,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2398,1.7,B Kumar,V Kohli,0,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2399,2.3,Mustafizur Rahman,V Kohli,1,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2400,3.1,A Nehra,V Kohli,0,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2401,3.2,A Nehra,V Kohli,4,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2402,3.3,A Nehra,V Kohli,6,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2403,3.4,A Nehra,V Kohli,0,1,wides,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2404,3.5,A Nehra,V Kohli,0,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2405,3.6,A Nehra,V Kohli,4,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2406,3.7,A Nehra,V Kohli,0,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2407,4.3,B Kumar,V Kohli,0,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2408,4.4,B Kumar,V Kohli,6,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2409,4.5,B Kumar,V Kohli,4,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2410,4.6,B Kumar,V Kohli,1,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2411,5.1,Mustafizur Rahman,V Kohli,0,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2412,5.2,Mustafizur Rahman,V Kohli,1,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2413,7.2,KV Sharma,V Kohli,1,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2414,7.5,KV Sharma,V Kohli,1,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2415,8.2,MC Henriques,V Kohli,1,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2416,8.6,MC Henriques,V Kohli,1,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2417,9.1,KV Sharma,V Kohli,1,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2418,9.3,KV Sharma,V Kohli,6,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2419,9.4,KV Sharma,V Kohli,6,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2420,9.5,KV Sharma,V Kohli,1,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2421,10.1,A Nehra,V Kohli,1,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2422,10.4,A Ashish Reddy,V Kohli,4,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2423,10.5,A Ashish Reddy,V Kohli,4,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2424,10.6,A Ashish Reddy,V Kohli,1,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2425,11.1,MC Henriques,V Kohli,1,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2426,11.3,MC Henriques,V Kohli,1,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2427,11.5,MC Henriques,V Kohli,4,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2428,11.6,MC Henriques,V Kohli,4,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2429,12.4,KV Sharma,V Kohli,0,1,legbyes,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2430,13.2,MC Henriques,V Kohli,1,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2431,13.6,MC Henriques,V Kohli,1,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2432,14.1,A Ashish Reddy,V Kohli,1,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2433,14.3,A Ashish Reddy,V Kohli,6,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2434,14.4,A Ashish Reddy,V Kohli,0,1,legbyes,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2435,14.6,A Ashish Reddy,V Kohli,6,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2436,15.4,B Kumar,V Kohli,0,1,wides,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2437,15.5,B Kumar,V Kohli,1,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2438,17.1,Mustafizur Rahman,SR Watson,0,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2439,17.2,Mustafizur Rahman,SR Watson,0,0,legal,Sunrisers Hyderabad,Bangalore,12-Apr-2016
2440,0.4,Z Khan,V Kohli,0,0,legal,Delhi Daredevils,Bangalore,17-Apr-2016
2441,0.5,Z Khan,V Kohli,4,0,legal,Delhi Daredevils,Bangalore,17-Apr-2016
2442,0.6,Z Khan,V Kohli,4,0,legal,Delhi Daredevils,Bangalore,17-Apr-2016
